Дата	Домен	Загрузки	Показы	Сумма
2018-09-04	www.nn.ru	318	161	19,32
2018-09-04	www.google.ru	2	0	0,00
2018-09-04	www.e1.ru	101454	58580	7019,20
2018-09-04	video.market-place.su	5	1	0,12
2018-09-04	v1.ru	4506	2722	325,34
2018-09-04	ufa1.ru	2964	1641	193,72
2018-09-04	translate.google.com	3	3	0,36
2018-09-04	pogoda.72.ru	977	389	46,68
2018-09-04	ngs55.ru	1125	755	87,50
2018-09-04	ngs24.ru	7428	4741	566,42
2018-09-04	news.ngs.ru	71163	36495	4367,00
2018-09-04	doctor.ufa1.ru	3	1	0,12
2018-09-04	doctor.59.ru	17	12	1,44
2018-09-04	diplom.161.ru	10	4	0,48
2018-09-04	dengi.v1.ru	6	4	0,48
2018-09-04	dengi.ufa1.ru	1	1	0,12
2018-09-04	dengi.76.ru	10	5	0,60
2018-09-04	dengi.72.ru	9	5	0,60
2018-09-04	dengi.63.ru	9	2	0,24
2018-09-04	dengi.59.ru	7	3	0,36
2018-09-04	dengi.29.ru	2	1	0,12
2018-09-04	afisha.ufa1.ru	3	0	0,00
2018-09-04	afisha.76.ru	1	1	0,12
2018-09-04	afisha.72.ru	324	220	26,30
2018-09-04	afisha.63.ru	2	1	0,12
2018-09-04	afisha.59.ru	8	3	0,36
2018-09-04	afisha.29.ru	2	1	0,02
2018-09-04	afisha.161.ru	3	3	0,36
2018-09-04	76.ru	5016	2914	344,38
2018-09-04	72.ru	12833	8575	1026,20
2018-09-04	63.ru	7225	4467	530,34
2018-09-04	59.ru	3264	2130	254,50
2018-09-04	29.ru	1001	517	61,64
2018-09-04	161.ru	4430	2441	292,12
2018-09-04	0s.o53xo.muys44tv.cmle.ru	4	4	0,48
2018-09-04	0s.nzsxo4y.nztxgltsou.cmle.ru	1	0	0,00
2018-09-05	Не определен	370	66	7,92
2018-09-05	zen.yandex.com	10	8	0,96
2018-09-05	www.nn.ru	470	235	28,10
2018-09-05	www.google.ru	10	0	0,00
2018-09-05	www.google.com	1	0	0,00
2018-09-05	www.e1.ru	130869	71749	8598,88
2018-09-05	video.market-place.su	3	2	0,24
2018-09-05	v1.ru	4279	2207	263,94
2018-09-05	ufa1.ru	7622	3829	455,08
2018-09-05	pogoda.72.ru	1027	409	49,08
2018-09-05	ngs55.ru	779	330	38,30
2018-09-05	ngs24.ru	6070	3492	417,04
2018-09-05	news.ngs.ru.itk.d	1	0	0,00
2018-09-05	news.ngs.ru	73736	38842	4641,54
2018-09-05	doctor.ufa1.ru	3	2	0,14
2018-09-05	doctor.59.ru	15	10	1,20
2018-09-05	doctor.161.ru	3	2	0,24
2018-09-05	diplom.161.ru	7	4	0,38
2018-09-05	dengi.v1.ru	11	8	0,96
2018-09-05	dengi.ufa1.ru	1	1	0,12
2018-09-05	dengi.76.ru	7	5	0,50
2018-09-05	dengi.72.ru	6	4	0,38
2018-09-05	dengi.63.ru	7	2	0,24
2018-09-05	dengi.59.ru	3	1	0,12
2018-09-05	dengi.29.ru	1	1	0,12
2018-09-05	dengi.161.ru	11	6	0,72
2018-09-05	afisha.v1.ru	3	2	0,24
2018-09-05	afisha.ufa1.ru	3	1	0,12
2018-09-05	afisha.72.ru.test.dev.rugion.ru	1	0	0,00
2018-09-05	afisha.72.ru	50	34	4,08
2018-09-05	afisha.63.ru	8	3	0,36
2018-09-05	afisha.59.ru	4	2	0,24
2018-09-05	afisha.29.ru	5	1	0,12
2018-09-05	76.ru	5621	2778	332,56
2018-09-05	72.ru.test.dev.rugion.ru	2	0	0,00
2018-09-05	72.ru	14823	9202	1101,14
2018-09-05	63.ru.sychev.dev.rugion.ru	1	0	0,00
2018-09-05	63.ru	17188	10982	1309,44
2018-09-05	59.ru	4069	2291	274,02
2018-09-05	29.ru	2143	1211	144,72
2018-09-05	161.ru	5193	2452	293,34
2018-09-05	0s.o53xo.muys44tv.cmle.ru	3	3	0,36
2018-09-06	Не определен	304	53	6,36
2018-09-06	zen.yandex.com	14	8	0,86
2018-09-06	www.nn.ru	395	236	28,22
2018-09-06	www.google.ru	10	0	0,00
2018-09-06	www.e1.ru	126072	75689	9070,38
2018-09-06	video.market-place.su	2	2	0,24
2018-09-06	v1.ru	6065	3931	469,52
2018-09-06	ufa1.ru	2409	1427	169,84
2018-09-06	translate.google.com	1	1	0,12
2018-09-06	pogoda.72.ru	1046	486	58,32
2018-09-06	ngs55.ru.ab.t1	1	0	0,00
2018-09-06	ngs55.ru	516	299	33,98
2018-09-06	ngs24.ru	4969	3031	361,82
2018-09-06	news.ngs.ru.mn.d	1	0	0,00
2018-09-06	news.ngs.ru	59412	33230	3971,30
2018-09-06	doctor.ufa1.ru	49	32	3,84
2018-09-06	doctor.59.ru	38	27	3,24
2018-09-06	doctor.161.ru	3	2	0,24
2018-09-06	diplom.161.ru	8	5	0,60
2018-09-06	dengi.v1.ru	12	8	0,96
2018-09-06	dengi.ufa1.ru	1	1	0,12
2018-09-06	dengi.76.ru	2	1	0,12
2018-09-06	dengi.72.ru	6	4	0,48
2018-09-06	dengi.63.ru	14	11	1,22
2018-09-06	dengi.59.ru	8	4	0,48
2018-09-06	dengi.161.ru	9	5	0,60
2018-09-06	afisha.ufa1.ru	1	0	0,00
2018-09-06	afisha.76.ru	2	0	0,00
2018-09-06	afisha.72.ru	30	20	2,30
2018-09-06	afisha.63.ru	5	4	0,48
2018-09-06	afisha.59.ru	6	3	0,36
2018-09-06	afisha.161.ru	1	1	0,12
2018-09-06	76.ru	6269	3728	446,26
2018-09-06	72.ru	11991	8598	1029,46
2018-09-06	63.ru	10471	7040	839,00
2018-09-06	59.ru	5199	3434	409,88
2018-09-06	29.ru	1794	1137	136,04
2018-09-06	161.ru	5274	3152	376,64
2018-09-06	0s.o53xo.muys44tv.cmle.ru	3	3	0,36
2018-09-06	0s.gi4s44tv.nblu.ru	1	0	0,00
2018-09-07	Не определен	211	46	5,52
2018-09-07	zen.yandex.com	14	12	1,34
2018-09-07	www.nn.ru	398	256	30,62
2018-09-07	www.google.ru	6	0	0,00
2018-09-07	www.google.com	1	0	0,00
2018-09-07	www.e1.ru	62563	39622	4749,44
2018-09-07	video.market-place.su	3	2	0,24
2018-09-07	v1.ru	4514	2939	351,88
2018-09-07	ufa1.ru	1238	747	88,04
2018-09-07	translate.google.com	3	1	0,12
2018-09-07	pogoda.72.ru	939	463	55,56
2018-09-07	ngs55.ru	338	198	22,76
2018-09-07	ngs24.ru	3814	2428	289,56
2018-09-07	news.ngs.ru	40557	23325	2787,70
2018-09-07	doctor.ufa1.ru	75	58	6,96
2018-09-07	doctor.59.ru	18	14	1,58
2018-09-07	doctor.161.ru	5	4	0,48
2018-09-07	diplom.161.ru	6	3	0,36
2018-09-07	dengi.v1.ru	11	10	1,20
2018-09-07	dengi.ufa1.ru	1	1	0,12
2018-09-07	dengi.76.ru	3	3	0,36
2018-09-07	dengi.72.ru	3	3	0,36
2018-09-07	dengi.63.ru	6	2	0,24
2018-09-07	dengi.59.ru	3	3	0,36
2018-09-07	dengi.161.ru	17	14	1,58
2018-09-07	afisha.v1.ru	106	67	7,84
2018-09-07	afisha.ufa1.ru	70	45	5,40
2018-09-07	afisha.76.ru	1	1	0,12
2018-09-07	afisha.72.ru	341	255	30,50
2018-09-07	afisha.63.ru	31	17	2,04
2018-09-07	afisha.59.ru	3	0	0,00
2018-09-07	afisha.29.ru	45	27	3,24
2018-09-07	76.ru	6738	4373	518,86
2018-09-07	72.ru	9383	6844	817,58
2018-09-07	63.ru	6867	4624	550,28
2018-09-07	59.ru	5389	3836	458,62
2018-09-07	29.ru	1296	832	99,64
2018-09-07	161.ru	3901	2386	284,42
2018-09-07	0s.o53xo.muys44tv.cmle.ru	1	1	0,12
2018-09-07	0s.nzsxo4y.nztxgltsou.cmle.ru	1	0	0,00
2018-09-08	Не определен	140	6	0,72
2018-09-08	zen.yandex.com	12	6	0,62
2018-09-08	www.nn.ru	173	104	12,48
2018-09-08	www.e1.ru	24540	14201	1701,52
2018-09-08	video.market-place.su	1	1	0,12
2018-09-08	v1.ru	2559	1504	179,98
2018-09-08	ufa1.ru	1361	733	85,36
2018-09-08	pogoda.72.ru	529	239	28,58
2018-09-08	ngs55.ru	197	83	9,66
2018-09-08	ngs24.ru	1844	996	117,72
2018-09-08	news.ngs.ru	11572	6379	759,18
2018-09-08	doctor.ufa1.ru	6	4	0,48
2018-09-08	doctor.59.ru	3	3	0,36
2018-09-08	doctor.161.ru	30	20	2,30
2018-09-08	diplom.161.ru	9	5	0,60
2018-09-08	dengi.v1.ru	3	3	0,36
2018-09-08	dengi.ufa1.ru	2	1	0,02
2018-09-08	dengi.72.ru	3	3	0,36
2018-09-08	dengi.63.ru	1	1	0,12
2018-09-08	dengi.59.ru	3	3	0,36
2018-09-08	dengi.161.ru	5	4	0,48
2018-09-08	afisha.v1.ru	10	6	0,72
2018-09-08	afisha.ufa1.ru	17	10	1,20
2018-09-08	afisha.76.ru	31	23	2,76
2018-09-08	afisha.72.ru	222	163	19,36
2018-09-08	afisha.63.ru	31	23	2,76
2018-09-08	afisha.59.ru	76	54	6,48
2018-09-08	afisha.29.ru	44	33	3,96
2018-09-08	76.ru	1593	869	101,08
2018-09-08	72.ru	2497	1561	185,82
2018-09-08	63.ru	2503	1417	167,04
2018-09-08	59.ru	2495	1650	195,70
2018-09-08	29.ru	465	302	35,74
2018-09-08	161.ru	2342	1200	143,40
2018-09-09	Не определен	291	25	3,00
2018-09-09	zen.yandex.com	11	2	0,24
2018-09-09	www.nn.ru	192	108	12,86
2018-09-09	www.google.ru	6	0	0,00
2018-09-09	www.e1.ru	37617	20524	2459,28
2018-09-09	video.market-place.su	4	1	0,12
2018-09-09	v1.ru	3481	2072	247,24
2018-09-09	ufa1.ru	1751	947	111,94
2018-09-09	pr.mlg.ru	1	1	0,12
2018-09-09	pogoda.72.ru	649	290	34,80
2018-09-09	ngs55.ru	496	234	27,28
2018-09-09	ngs24.ru	2758	1314	155,68
2018-09-09	news.ngs.ru	26931	13880	1658,20
2018-09-09	doctor.ufa1.ru	2	0	0,00
2018-09-09	doctor.59.ru	3	1	0,12
2018-09-09	doctor.161.ru	12	9	1,08
2018-09-09	diplom.161.ru	5	2	0,14
2018-09-09	dengi.v1.ru	6	1	0,12
2018-09-09	dengi.ufa1.ru	1	0	0,00
2018-09-09	dengi.76.ru	1	0	0,00
2018-09-09	dengi.63.ru	5	2	0,24
2018-09-09	dengi.59.ru	2	1	0,12
2018-09-09	dengi.161.ru	8	5	0,60
2018-09-09	afisha.v1.ru	2	2	0,24
2018-09-09	afisha.ufa1.ru	3	1	0,12
2018-09-09	afisha.76.ru	56	39	4,68
2018-09-09	afisha.72.ru	94	63	7,56
2018-09-09	afisha.63.ru	12	6	0,72
2018-09-09	afisha.59.ru	52	34	4,08
2018-09-09	afisha.29.ru	22	15	1,80
2018-09-09	76.ru	2076	1045	124,80
2018-09-09	72.ru	4961	3063	366,56
2018-09-09	63.ru	3963	2169	256,98
2018-09-09	59.ru	3053	1867	222,74
2018-09-09	29.ru	1513	857	102,44
2018-09-09	161.ru	2364	1231	147,32
2018-09-10	Не определен	364	66	7,92
2018-09-10	zen.yandex.com	11	6	0,72
2018-09-10	www.nn.ru	303	180	21,60
2018-09-10	www.google.ru	2	0	0,00
2018-09-10	www.google.com	1	0	0,00
2018-09-10	www.e1.ru	79947	50393	6038,46
2018-09-10	v1.ru	5542	3262	388,54
2018-09-10	ufa1.ru	3328	1925	227,00
2018-09-10	translate.google.com	1	0	0,00
2018-09-10	pogoda.72.ru	1200	524	62,88
2018-09-10	ngs55.ru	787	399	45,98
2018-09-10	ngs24.ru	5932	3283	388,56
2018-09-10	news.ngs.ru	69996	37909	4536,98
2018-09-10	doctor.ufa1.ru	171	110	13,10
2018-09-10	doctor.59.ru	24	14	1,68
2018-09-10	doctor.161.ru	44	26	3,12
2018-09-10	diplom.161.ru	6	5	0,60
2018-09-10	dengi.v1.ru	7	3	0,36
2018-09-10	dengi.ufa1.ru	2	2	0,24
2018-09-10	dengi.76.ru	20	6	0,72
2018-09-10	dengi.72.ru	21	11	1,32
2018-09-10	dengi.63.ru	10	4	0,48
2018-09-10	dengi.59.ru	9	5	0,60
2018-09-10	dengi.29.ru	8	3	0,36
2018-09-10	dengi.161.ru	23	12	1,44
2018-09-10	afisha.v1.ru	77	46	5,52
2018-09-10	afisha.ufa1.ru	28	21	2,52
2018-09-10	afisha.76.ru	72	44	5,28
2018-09-10	afisha.72.ru	363	273	32,66
2018-09-10	afisha.63.ru	8	4	0,48
2018-09-10	afisha.59.ru	158	111	13,22
2018-09-10	afisha.29.ru	56	35	4,20
2018-09-10	afisha.161.ru	58	35	4,20
2018-09-10	76.ru	6528	4122	493,64
2018-09-10	72.ru	10755	6902	825,44
2018-09-10	63.ru	10838	7099	845,18
2018-09-10	59.ru	4617	3208	383,76
2018-09-10	29.ru	2401	1489	177,88
2018-09-10	161.ru	4170	2510	299,70
2018-09-10	0s.o53xo.muys44tv.cmle.ru	3	3	0,36
2018-09-11	Не определен	332	47	5,64
2018-09-11	zen.yandex.com	13	7	0,84
2018-09-11	www.nn.ru	312	208	24,86
2018-09-11	www.google.ru	3	0	0,00
2018-09-11	www.e1.ru	62323	39879	4778,08
2018-09-11	video.market-place.su	2	1	0,12
2018-09-11	v1.ru	5513	3574	426,58
2018-09-11	ufa1.ru	1643	940	110,10
2018-09-11	pogoda.72.ru	1082	575	69,00
2018-09-11	pogazam.ru	1	0	0,00
2018-09-11	ngs55.ru	1200	753	86,66
2018-09-11	ngs24.ru	2345	1508	179,36
2018-09-11	news.ngs.ru.m.t1	15	4	0,48
2018-09-11	news.ngs.ru	52818	30497	3649,94
2018-09-11	doctor.ufa1.ru	40	25	3,00
2018-09-11	doctor.59.ru	11	7	0,84
2018-09-11	doctor.161.ru	17	9	1,08
2018-09-11	diplom.161.ru	3	2	0,24
2018-09-11	dengi.v1.ru	4	2	0,24
2018-09-11	dengi.ufa1.ru	20	11	1,32
2018-09-11	dengi.76.ru	57	46	5,52
2018-09-11	dengi.72.ru	275	214	25,58
2018-09-11	dengi.63.ru	121	85	10,10
2018-09-11	dengi.59.ru	127	101	12,12
2018-09-11	dengi.29.ru	70	51	6,12
2018-09-11	dengi.161.ru	185	127	15,14
2018-09-11	afisha.v1.ru	8	5	0,60
2018-09-11	afisha.ufa1.ru	15	9	1,08
2018-09-11	afisha.76.ru	42	32	3,84
2018-09-11	afisha.72.ru	199	150	18,00
2018-09-11	afisha.63.ru	30	24	2,88
2018-09-11	afisha.59.ru	122	89	10,48
2018-09-11	afisha.29.ru	48	34	4,08
2018-09-11	afisha.161.ru	47	27	3,24
2018-09-11	76.ru	4558	2822	337,84
2018-09-11	72.ru	8531	5634	673,68
2018-09-11	63.ru	12024	8728	1035,96
2018-09-11	59.ru	2741	1800	214,90
2018-09-11	29.ru	1263	793	95,16
2018-09-11	161.ru	3210	1903	227,26
2018-09-11	0s.o53xo.muys44tv.cmle.ru	9	9	1,08
2018-09-12	Не определен	66	16	1,92
2018-09-12	zen.yandex.com	14	6	0,72
2018-09-12	www.nn.ru	346	202	24,24
2018-09-12	www.google.ru	3	0	0,00
2018-09-12	www.e1.ru	46141	29560	3543,40
2018-09-12	video.market-place.su	1	0	0,00
2018-09-12	v1.ru	5803	4256	503,62
2018-09-12	ufa1.ru	1012	598	71,16
2018-09-12	pogoda.72.ru	997	506	60,72
2018-09-12	ngs55.ru	322	178	19,56
2018-09-12	ngs24.ru	347	195	22,80
2018-09-12	news.ngs.ru.m.t1	3	3	0,36
2018-09-12	news.ngs.ru.b.t1	4	2	0,24
2018-09-12	news.ngs.ru	17842	11805	1413,00
2018-09-12	m.ok.ru	1	0	0,00
2018-09-12	doctor.ufa1.ru	11	8	0,96
2018-09-12	doctor.59.ru	106	84	9,88
2018-09-12	doctor.161.ru	5	5	0,60
2018-09-12	diplom.161.ru	2	2	0,24
2018-09-12	dengi.v1.ru	5	5	0,60
2018-09-12	dengi.ufa1.ru	6	5	0,60
2018-09-12	dengi.76.ru	22	21	2,52
2018-09-12	dengi.72.ru	62	54	6,48
2018-09-12	dengi.63.ru	53	42	4,94
2018-09-12	dengi.59.ru	27	22	2,54
2018-09-12	dengi.29.ru	68	43	5,16
2018-09-12	dengi.161.ru	32	25	3,00
2018-09-12	afisha.v1.ru	57	37	4,44
2018-09-12	afisha.ufa1.ru	15	11	1,32
2018-09-12	afisha.76.ru	59	46	5,52
2018-09-12	afisha.72.ru	332	272	32,44
2018-09-12	afisha.63.ru	34	26	3,12
2018-09-12	afisha.59.ru	175	131	15,62
2018-09-12	afisha.29.ru	60	41	4,92
2018-09-12	afisha.161.ru	70	52	6,24
2018-09-12	76.ru	4643	2999	359,48
2018-09-12	72.ru	6833	4726	564,72
2018-09-12	63.ru	9144	6481	767,62
2018-09-12	59.ru	2518	1595	190,90
2018-09-12	29.ru	1126	744	88,98
2018-09-12	161.ru	2478	1552	184,64
2018-09-12	0s.o53xo.muys44tv.cmle.ru	3	2	0,24
2018-09-13	Не определен	5	0	0,00
2018-09-13	zen.yandex.com	14	12	1,34
2018-09-13	www.nn.ru	197	116	13,92
2018-09-13	www.google.ru	7	0	0,00
2018-09-13	www.google.com	1	0	0,00
2018-09-13	www.e1.ru	61913	38109	4567,08
2018-09-13	v1.ru	2893	2026	240,92
2018-09-13	ufa1.ru	1243	731	84,92
2018-09-13	pogoda.72.ru	912	443	53,06
2018-09-13	ngs55.ru	507	312	34,54
2018-09-13	ngs24.ru	434	231	26,52
2018-09-13	news.ngs.ru.mn.d	2	2	0,24
2018-09-13	news.ngs.ru	743	321	38,22
2018-09-13	doctor.ufa1.ru	10	6	0,72
2018-09-13	doctor.59.ru	179	134	15,88
2018-09-13	doctor.161.ru	5	3	0,36
2018-09-13	diplom.161.ru	3	2	0,14
2018-09-13	dengi.v1.ru	28	22	2,64
2018-09-13	dengi.ufa1.ru	5	2	0,24
2018-09-13	dengi.76.ru	45	31	3,72
2018-09-13	dengi.72.ru	126	94	11,28
2018-09-13	dengi.63.ru	33	25	3,00
2018-09-13	dengi.59.ru	37	23	2,76
2018-09-13	dengi.29.ru	7	4	0,48
2018-09-13	dengi.161.ru	43	25	2,90
2018-09-13	afisha.v1.ru	49	35	4,20
2018-09-13	afisha.ufa1.ru	15	9	1,08
2018-09-13	afisha.76.ru	23	19	2,28
2018-09-13	afisha.72.ru	208	162	19,34
2018-09-13	afisha.63.ru	35	30	3,60
2018-09-13	afisha.59.ru	119	74	8,88
2018-09-13	afisha.29.ru	54	32	3,84
2018-09-13	afisha.161.ru	36	22	2,54
2018-09-13	76.ru	4131	2652	317,44
2018-09-13	72.ru	6205	4312	515,94
2018-09-13	63.ru	6441	4225	501,50
2018-09-13	59.ru	3060	1941	231,32
2018-09-13	29.ru	4548	3177	378,64
2018-09-13	161.ru	1415	889	105,38
2018-09-13	0s.o53xo.muys44tv.cmle.ru	4	4	0,48
2018-09-14	Не определен	8	1	0,12
2018-09-14	zen.yandex.com	10	3	0,26
2018-09-14	www.nn.ru	213	121	14,52
2018-09-14	www.google.ru	2	0	0,00
2018-09-14	www.e1.ru	86587	60034	7192,28
2018-09-14	v1.ru	2995	2022	240,34
2018-09-14	ufa1.ru	853	494	57,58
2018-09-14	pogoda.72.ru	753	362	43,34
2018-09-14	ngs55.ru.b.t1	3	1	0,12
2018-09-14	ngs55.ru	391	234	26,18
2018-09-14	ngs24.ru	209	121	13,82
2018-09-14	news.ngs.ru.m.t1	1	0	0,00
2018-09-14	news.ngs.ru	476	207	24,64
2018-09-14	doctor.ufa1.ru	4	3	0,36
2018-09-14	doctor.59.ru	138	97	11,64
2018-09-14	doctor.161.ru	20	14	1,68
2018-09-14	diplom.161.ru	5	3	0,26
2018-09-14	dengi.v1.ru	13	8	0,96
2018-09-14	dengi.ufa1.ru	4	3	0,36
2018-09-14	dengi.76.ru	40	20	2,40
2018-09-14	dengi.72.ru	69	43	5,16
2018-09-14	dengi.63.ru	18	10	1,20
2018-09-14	dengi.59.ru	30	22	2,64
2018-09-14	dengi.29.ru	9	6	0,72
2018-09-14	dengi.161.ru	21	17	1,84
2018-09-14	afisha.v1.ru	58	41	4,92
2018-09-14	afisha.ufa1.ru	1	1	0,12
2018-09-14	afisha.76.ru	2	2	0,24
2018-09-14	afisha.72.ru	249	195	23,40
2018-09-14	afisha.63.ru	11	8	0,96
2018-09-14	afisha.59.ru	33	24	2,68
2018-09-14	afisha.29.ru	42	34	4,08
2018-09-14	afisha.161.ru	91	72	8,64
2018-09-14	76.ru	4004	2660	318,40
2018-09-14	72.ru	5769	3970	475,20
2018-09-14	63.ru	5003	3479	413,48
2018-09-14	59.ru	3124	2146	255,62
2018-09-14	29.ru	2763	1882	222,54
2018-09-14	161.ru	1496	937	111,44
2018-09-14	0s.o53xo.muys44tv.cmle.ru	12	11	1,32
2018-09-15	Не определен	6	1	0,12
2018-09-15	zen.yandex.com	9	3	0,36
2018-09-15	www.nn.ru	98	48	5,76
2018-09-15	www.google.ru	2	0	0,00
2018-09-15	www.e1.ru	29572	18460	2212,30
2018-09-15	video.market-place.su	1	0	0,00
2018-09-15	v1.ru	2286	1351	160,22
2018-09-15	ufa1.ru	926	490	56,90
2018-09-15	pogoda.72.ru	453	210	25,10
2018-09-15	ngs55.ru	160	97	10,74
2018-09-15	ngs24.ru	116	43	4,66
2018-09-15	news.ngs.ru	168	62	7,44
2018-09-15	enj.org	1	1	0,12
2018-09-15	doctor.59.ru	11	6	0,72
2018-09-15	doctor.161.ru	10	1	0,12
2018-09-15	diplom.161.ru	8	6	0,62
2018-09-15	dengi.v1.ru	7	2	0,24
2018-09-15	dengi.ufa1.ru	1	1	0,12
2018-09-15	dengi.76.ru	11	7	0,84
2018-09-15	dengi.72.ru	15	2	0,24
2018-09-15	dengi.63.ru	5	3	0,36
2018-09-15	dengi.59.ru	6	6	0,72
2018-09-15	dengi.29.ru	3	1	0,12
2018-09-15	dengi.161.ru	8	3	0,36
2018-09-15	afisha.v1.ru	13	8	0,96
2018-09-15	afisha.ufa1.ru	2	2	0,14
2018-09-15	afisha.76.ru	26	16	1,92
2018-09-15	afisha.72.ru	20	17	2,04
2018-09-15	afisha.63.ru	4	2	0,24
