Дата	Домен	Загрузки	Показы	Сумма
2018-09-05	74.ru.test.dev.rugion.ru	4	2	0,17
2018-09-05	74.ru.sychev.dev.rugion.ru	3	1	0,09
2018-09-05	74.ru	66	36	3,00
2018-09-06	Не определен	1	0	0,00
2018-09-06	doctor.74.ru	329	193	15,95
2018-09-06	diplom.74.ru	161	87	7,27
2018-09-06	chelyabinsk.74.ru	13677	7671	647,81
2018-09-06	chel.74.ru	2086	1292	109,11
2018-09-06	afisha.74.ru	94	55	4,42
2018-09-06	74.ru.test.dev.rugion.ru	1	0	0,00
2018-09-06	74.ru	22	10	0,79
2018-09-07	Не определен	2	0	0,00
2018-09-07	zen.yandex.com	1	1	0,09
2018-09-07	m.ok.ru	1	0	0,00
2018-09-07	doctor.74.ru	1247	810	68,20
2018-09-07	diplom.74.ru	122	71	5,58
2018-09-07	chelyabinsk.74.ru	16014	9166	773,78
2018-09-07	chel.74.ru	767	456	38,31
2018-09-07	afisha.74.ru	884	548	46,26
2018-09-07	74.ru	27	13	1,11
2018-09-07	0s.mnugk3dzmfrgs3ttnm.g42c44tv.nblu.ru	1	0	0,00
2018-09-08	zen.yandex.com	11	4	0,28
2018-09-08	doctor.74.ru	101	50	3,93
2018-09-08	diplom.74.ru	30	18	1,47
2018-09-08	chelyabinsk.74.ru	7986	4148	345,11
2018-09-08	chel.74.ru	207	115	9,26
2018-09-08	afisha.74.ru	329	187	15,77
2018-09-08	74.ru	38	20	1,64
2018-09-09	Не определен	1	0	0,00
2018-09-09	zen.yandex.com	9	4	0,28
2018-09-09	doctor.74.ru	72	27	2,17
2018-09-09	diplom.74.ru	46	29	2,27
2018-09-09	chelyabinsk.74.ru	9681	4761	400,20
2018-09-09	chel.74.ru	178	93	7,71
2018-09-09	afisha.74.ru	130	76	6,33
2018-09-09	74.ru	20	5	0,43
2018-09-10	Не определен	1	1	0,09
2018-09-10	zen.yandex.com	10	5	0,36
2018-09-10	doctor.74.ru	535	260	21,39
2018-09-10	diplom.74.ru	93	54	4,07
2018-09-10	chelyabinsk.74.ru	16810	9299	783,46
2018-09-10	chel.74.ru	567	295	24,36
2018-09-10	afisha.74.ru	586	324	27,54
2018-09-10	74.ru	110	54	4,40
2018-09-11	Не определен	4	3	0,26
2018-09-11	zen.yandex.com	13	8	0,68
2018-09-11	doctor.74.ru	450	290	24,39
2018-09-11	diplom.74.ru	492	348	29,39
2018-09-11	chelyabinsk.74.ru	18881	10679	897,84
2018-09-11	chel.74.ru	940	536	44,46
2018-09-11	afisha.74.ru	367	222	18,68
2018-09-11	74.ru	58	32	2,72
2018-09-12	Не определен	1	1	0,09
2018-09-12	zen.yandex.com	9	6	0,45
2018-09-12	doctor.74.ru	111	66	5,16
2018-09-12	diplom.74.ru	135	86	7,18
2018-09-12	chelyabinsk.74.ru	13707	8427	711,29
2018-09-12	chel.74.ru	1369	768	63,92
2018-09-12	afisha.74.ru	474	323	27,13
2018-09-12	74.ru	151	80	6,74
2018-09-13	Не определен	1	1	0,09
2018-09-13	zen.yandex.com	3	1	0,09
2018-09-13	doctor.74.ru	135	75	5,99
2018-09-13	diplom.74.ru	441	253	21,25
2018-09-13	chelyabinsk.74.ru	9174	5555	469,71
2018-09-13	chel.74.ru	1170	646	54,26
2018-09-13	afisha.74.ru	302	207	17,53
2018-09-13	74.ru.test.dev.rugion.ru	6	3	0,26
2018-09-13	74.ru	122	58	4,80
2018-09-14	zen.yandex.com	1	1	0,09
2018-09-14	doctor.74.ru	111	59	4,69
2018-09-14	diplom.74.ru	171	104	8,65
2018-09-14	chelyabinsk.74.ru	10199	5473	461,76
2018-09-14	chel.74.ru	589	275	23,12
2018-09-14	afisha.74.ru	105	32	2,53
2018-09-14	74.ru	90	46	3,91
2018-09-15	Не определен	2	1	0,09
2018-09-15	doctor.74.ru	40	19	1,42
2018-09-15	diplom.74.ru	114	53	4,31
2018-09-15	chelyabinsk.74.ru	3795	1640	138,23
2018-09-15	chel.74.ru	168	72	5,93
2018-09-15	afisha.74.ru	59	15	1,21
2018-09-15	74.ru	33	14	1,19
2018-09-16	zen.yandex.com	2	0	0,00
2018-09-16	doctor.74.ru	49	17	1,12
2018-09-16	diplom.74.ru	108	41	3,16
2018-09-16	chelyabinsk.74.ru	3367	1255	105,12
2018-09-16	chel.74.ru	145	56	4,50
2018-09-16	afisha.74.ru	31	18	1,27
2018-09-16	74.ru	20	7	0,60
2018-09-17	doctor.74.ru	265	69	5,35
2018-09-17	diplom.74.ru	913	230	19,29
2018-09-17	chelyabinsk.74.ru	13202	2911	241,85
2018-09-17	chel.74.ru	689	118	9,71
2018-09-17	afisha.74.ru	90	15	1,21
2018-09-17	74.ru	42	12	0,96
2018-09-18	zen.yandex.com	1	0	0,00
2018-09-18	doctor.74.ru	715	297	25,05
2018-09-18	diplom.74.ru	382	168	13,76
2018-09-18	chelyabinsk.74.ru	12115	3845	322,86
2018-09-18	chel.74.ru	568	162	13,45
2018-09-18	afisha.74.ru	83	34	2,76
2018-09-18	74.ru.test.dev.rugion.ru	1	0	0,00
2018-09-18	74.ru	30	8	0,68
2018-09-19	doctor.74.ru	519	214	17,80
2018-09-19	diplom.74.ru	750	315	26,52
2018-09-19	chelyabinsk.74.ru	11006	4433	372,71
2018-09-19	chel.74.ru	780	305	25,47
2018-09-19	afisha.74.ru	47	23	1,83
2018-09-19	74.ru	8	3	0,13
2018-09-20	Не определен	1	0	0,00
2018-09-20	zen.yandex.com	5	3	0,26
2018-09-20	doctor.74.ru	547	349	29,28
2018-09-20	diplom.74.ru	135	76	6,27
2018-09-20	chelyabinsk.74.ru	5118	2856	240,49
2018-09-20	chel.74.ru	549	324	27,35
2018-09-20	afisha.74.ru	17	9	0,64
2018-09-20	74.ru	7926	3740	317,19
2018-09-21	Не определен	1	0	0,00
2018-09-21	zen.yandex.com	1	0	0,00
2018-09-21	doctor.74.ru	72	41	2,90
2018-09-21	diplom.74.ru	40	18	1,34
2018-09-21	chelyabinsk.74.ru	1073	549	45,89
2018-09-21	chel.74.ru	91	44	3,09
2018-09-21	afisha.74.ru	17	9	0,64
2018-09-21	74.ru	11375	6435	541,32
2018-09-22	Не определен	2	2	0,17
2018-09-22	zen.yandex.com	1	1	0,09
2018-09-22	doctor.74.ru	30	10	0,72
2018-09-22	diplom.74.ru	25	9	0,64
2018-09-22	chelyabinsk.74.ru	375	140	11,25
2018-09-22	chel.74.ru	46	17	1,38
2018-09-22	afisha.74.ru	13	6	0,38
2018-09-22	74.ru	5832	2114	175,99
2018-09-23	doctor.74.ru	30	12	0,83
2018-09-23	diplom.74.ru	12	7	0,60
2018-09-23	chelyabinsk.74.ru	420	153	12,75
2018-09-23	chel.74.ru	44	16	1,23
2018-09-23	afisha.74.ru	11	7	0,53
2018-09-23	74.ru	6844	2733	230,68
2018-09-24	zen.yandex.com	1	1	0,09
2018-09-24	doctor.74.ru	37	13	0,85
2018-09-24	diplom.74.ru	24	7	0,60
2018-09-24	chelyabinsk.74.ru	511	213	17,78
2018-09-24	chel.74.ru	61	24	2,04
2018-09-24	afisha.74.ru	8	1	0,09
2018-09-24	74.ru	16544	7825	661,62
2018-09-25	Не определен	4	0	0,00
2018-09-25	doctor.74.ru	50	14	1,06
2018-09-25	diplom.74.ru	21	10	0,72
2018-09-25	chelyabinsk.74.ru	389	177	14,79
2018-09-25	chel.74.ru	43	18	1,40
2018-09-25	afisha.74.ru	13	5	0,23
2018-09-25	74.ru	14783	7925	667,52
2018-09-26	Не определен	3	0	0,00
2018-09-26	static.ngs.ru	3	2	0,17
2018-09-26	doctor.74.ru	28	14	0,74
2018-09-26	diplom.74.ru	22	14	1,06
2018-09-26	chelyabinsk.74.ru	227	90	7,39
2018-09-26	chel.74.ru	39	10	0,79
2018-09-26	afisha.74.ru	3	1	0,09
2018-09-26	74.ru	9985	4824	405,43
2018-09-27	Не определен	3	1	0,09
2018-09-27	zen.yandex.com	12	3	0,26
2018-09-27	doctor.74.ru	18	9	0,64
2018-09-27	diplom.74.ru	15	8	0,42
2018-09-27	chelyabinsk.74.ru	227	107	9,03
2018-09-27	chel.74.ru	31	14	1,00
2018-09-27	afisha.74.ru	5	2	0,17
2018-09-27	74.ru	11747	5603	469,04
2018-09-28	Не определен	6	1	0,09
2018-09-28	zen.yandex.com	2	1	0,09
2018-09-28	pogoda.74.ru	1	0	0,00
2018-09-28	doctor.74.ru	16	9	0,64
2018-09-28	diplom.74.ru	9	4	0,28
2018-09-28	chelyabinsk.74.ru	164	60	5,04
2018-09-28	chel.74.ru	34	11	0,94
2018-09-28	afisha.74.ru	4	2	0,17
2018-09-28	74.ru	8742	4055	341,17
2018-09-29	Не определен	1	0	0,00
2018-09-29	zen.yandex.com	1	1	0,09
2018-09-29	doctor.74.ru	9	2	0,17
2018-09-29	diplom.74.ru	10	5	0,43
2018-09-29	chelyabinsk.74.ru	112	41	3,29
2018-09-29	chel.74.ru	11	3	0,26
2018-09-29	afisha.74.ru	1	0	0,00
2018-09-29	74.ru	4361	1397	115,69
2018-09-30	doctor.74.ru	10	5	0,43
2018-09-30	diplom.74.ru	10	2	0,11
2018-09-30	chelyabinsk.74.ru	99	30	2,55
2018-09-30	chel.74.ru	32	10	0,72
2018-09-30	afisha.74.ru	9	1	0,09
2018-09-30	74.ru	2787	798	65,88
