Дата	Домен	Загрузки	Показы	Сумма
2018-10-03	59.ru	16288	10044	1200,2800
2018-10-03	29.ru	1053	619	74,0800
2018-10-03	161.ru	2169	1278	152,4600
2018-10-03	0s.o53xo.muys44tv.cmle.ru	4	4	0,4800
2018-10-04	Не определен	17	0	0,0000
2018-10-04	zen.yandex.com	16	5	0,6000
2018-10-04	www.nn.ru	198	103	12,3600
2018-10-04	www.google.ru	5	0	0,0000
2018-10-04	www.e1.ru	117562	68033	8153,6600
2018-10-04	www.dni.ru	1	0	0,0000
2018-10-04	v1.ru	5732	3486	414,7200
2018-10-04	ufa1.ru	1867	1023	121,0600
2018-10-04	pogoda.72.ru	905	449	53,8800
2018-10-04	news.ngs.ru	58	38	4,5600
2018-10-04	m.ok.ru	1	0	0,0000
2018-10-04	doctor.59.ru	16	7	0,8400
2018-10-04	dengi.76.ru	1	0	0,0000
2018-10-04	dengi.72.ru	6	2	0,2400
2018-10-04	dengi.63.ru	1	0	0,0000
2018-10-04	dengi.59.ru	7	5	0,5000
2018-10-04	afisha.v1.ru	1	1	0,1200
2018-10-04	afisha.ufa1.ru	5	3	0,3600
2018-10-04	afisha.72.ru	1	0	0,0000
2018-10-04	afisha.59.ru	7	3	0,3600
2018-10-04	afisha.161.ru	1	1	0,1200
2018-10-04	76.ru	4803	2631	315,0200
2018-10-04	72.ru	6630	4123	492,8600
2018-10-04	63.ru	7891	4749	561,2800
2018-10-04	59.ru	14140	8897	1064,8400
2018-10-04	29.ru	864	443	52,9600
2018-10-04	161.ru	2322	1256	149,4200
2018-10-04	0s.o53xo.muys44tv.cmle.ru	9	8	0,9600
2018-10-05	Не определен	13	3	0,3600
2018-10-05	zen.yandex.com	24	14	1,6800
2018-10-05	www.nn.ru	121	62	7,4400
2018-10-05	www.google.ru	3	0	0,0000
2018-10-05	www.e1.ru	128053	80601	9660,3200
2018-10-05	video.market-place.su	2	1	0,1200
2018-10-05	v1.ru	6639	4282	510,9400
2018-10-05	ufa1.ru	2198	1242	148,0400
2018-10-05	pogoda.72.ru	994	533	63,9600
2018-10-05	ngs55.ru.b.t1	2	1	0,1200
2018-10-05	ngs55.ru	228	138	16,3600
2018-10-05	ngs24.ru	780	289	32,5800
2018-10-05	news.ngs.ru	82	42	5,0400
2018-10-05	localhost:9000	3	3	0,3600
2018-10-05	jtnews.ngs.ru	1	0	0,0000
2018-10-05	hghltd.yandex.net	2	1	0,1200
2018-10-05	doctor.59.ru	18	4	0,4800
2018-10-05	doctor.161.ru	1	0	0,0000
2018-10-05	dengi.v1.ru	3	1	0,1200
2018-10-05	dengi.ufa1.ru	2	2	0,2400
2018-10-05	dengi.76.ru	1	1	0,1200
2018-10-05	dengi.72.ru	7	4	0,4800
2018-10-05	dengi.63.ru	1	1	0,1200
2018-10-05	dengi.59.ru	13	7	0,8400
2018-10-05	dengi.161.ru	4	0	0,0000
2018-10-05	afisha.v1.ru	1	1	0,1200
2018-10-05	afisha.ufa1.ru	1	0	0,0000
2018-10-05	afisha.72.ru	3	1	0,1200
2018-10-05	afisha.59.ru	1	0	0,0000
2018-10-05	76.ru	6353	3982	477,0400
2018-10-05	72.ru	9508	6333	758,7600
2018-10-05	63.ru	7134	4445	529,5000
2018-10-05	59.ru	15696	10264	1229,7800
2018-10-05	29.ru	965	581	69,6200
2018-10-05	161.ru	3102	1864	223,4800
2018-10-05	0s.o53xo.muys44tv.cmle.ru	3	3	0,3600
2018-10-05	0s.gu4s44tv.nblu.ru	1	0	0,0000
2018-10-06	Не определен	19	7	0,8400
2018-10-06	zen.yandex.com	10	2	0,1400
2018-10-06	www.nn.ru	44	22	2,6400
2018-10-06	www.e1.ru	35954	21228	2544,7600
2018-10-06	v1.ru	3161	1873	222,8600
2018-10-06	ufa1.ru	906	409	48,1800
2018-10-06	pogoda.72.ru	510	266	31,9200
2018-10-06	ngs55.ru	293	160	17,5000
2018-10-06	ngs24.ru	917	422	45,4400
2018-10-06	news.ngs.ru	40	20	2,4000
2018-10-06	doctor.ufa1.ru	1	0	0,0000
2018-10-06	doctor.59.ru	11	0	0,0000
2018-10-06	dengi.v1.ru	2	2	0,2400
2018-10-06	dengi.76.ru	1	0	0,0000
2018-10-06	dengi.63.ru	1	1	0,1200
2018-10-06	dengi.59.ru	6	2	0,2400
2018-10-06	afisha.72.ru	1	0	0,0000
2018-10-06	afisha.63.ru	3	1	0,1200
2018-10-06	afisha.59.ru	4	1	0,1200
2018-10-06	76.ru	1861	871	102,8200
2018-10-06	72.ru	3949	2345	278,4000
2018-10-06	63.ru	2878	1524	181,0800
2018-10-06	59.ru	4205	2432	290,9400
2018-10-06	29.ru	437	252	30,1400
2018-10-06	161.ru	1808	914	109,1800
2018-10-07	Не определен	34	1	0,0200
2018-10-07	zen.yandex.com	15	4	0,4800
2018-10-07	www.nn.ru	53	20	2,4000
2018-10-07	www.e1.ru	33052	19722	2364,3400
2018-10-07	v1.ru	2263	1191	141,9200
2018-10-07	ufa1.ru	712	315	37,4000
2018-10-07	pogoda.72.ru	584	259	31,0800
2018-10-07	ngs55.ru	5460	3202	382,3400
2018-10-07	ngs24.ru	779	311	33,4200
2018-10-07	news.ngs.ru	72	50	5,9000
2018-10-07	hghltd.yandex.net	1	1	0,1200
2018-10-07	doctor.ufa1.ru	1	0	0,0000
2018-10-07	doctor.59.ru	10	1	0,1200
2018-10-07	dengi.v1.ru	2	1	0,1200
2018-10-07	dengi.72.ru	1	0	0,0000
2018-10-07	dengi.63.ru	1	0	0,0000
2018-10-07	dengi.59.ru	2	2	0,2400
2018-10-07	dengi.161.ru	1	0	0,0000
2018-10-07	afisha.ufa1.ru	1	1	0,1200
2018-10-07	afisha.72.ru	1	0	0,0000
2018-10-07	afisha.63.ru	1	0	0,0000
2018-10-07	afisha.59.ru	1	0	0,0000
2018-10-07	76.ru	1772	851	101,3200
2018-10-07	72.ru	3657	1921	228,1200
2018-10-07	63.ru	1949	873	103,9600
2018-10-07	59.ru	4444	2457	294,0400
2018-10-07	29.ru	354	182	21,7400
2018-10-07	161.ru	1444	741	88,7200
2018-10-08	Не определен	31	10	1,2000
2018-10-08	zen.yandex.com	6	3	0,3600
2018-10-08	www.nn.ru	83	46	5,5200
2018-10-08	www.google.ru	2	0	0,0000
2018-10-08	www.e1.ru	69783	43990	5272,1000
2018-10-08	v1.ru	3595	2284	272,8800
2018-10-08	ufa1.ru	1367	761	90,5200
2018-10-08	pogoda.72.ru	923	461	55,3200
2018-10-08	ngs55.ru.n.t1	1	1	0,1200
2018-10-08	ngs55.ru	4000	2611	309,8200
2018-10-08	ngs24.ru	763	366	39,6200
2018-10-08	news.ngs.ru	252	198	23,5600
2018-10-08	localhost:9000	15	14	1,6800
2018-10-08	hghltd.yandex.net	1	0	0,0000
2018-10-08	doctor.59.ru	20	9	1,0800
2018-10-08	dengi.v1.ru	5	3	0,3600
2018-10-08	dengi.76.ru	1	1	0,1200
2018-10-08	dengi.63.ru	1	0	0,0000
2018-10-08	dengi.59.ru	9	6	0,7200
2018-10-08	dengi.161.ru	4	3	0,2600
2018-10-08	afisha.v1.ru	2	1	0,1200
2018-10-08	afisha.59.ru	5	4	0,4800
2018-10-08	76.ru	5812	3329	397,8800
2018-10-08	72.ru	10025	6503	776,0600
2018-10-08	63.ru	4759	2779	331,4800
2018-10-08	59.ru	17124	11111	1331,4200
2018-10-08	29.ru	833	513	61,1600
2018-10-08	161.ru	1856	1041	124,0200
2018-10-08	0s.o53xo.muys44tv.cmle.ru	3	3	0,3600
2018-10-09	Не определен	19	6	0,7200
2018-10-09	zen.yandex.com	12	7	0,7400
2018-10-09	www.nn.ru	78	42	4,9400
2018-10-09	www.e1.ru	68677	42899	5140,3800
2018-10-09	v1.ru	3650	2298	273,2600
2018-10-09	ufa1.ru	2055	1197	142,3400
2018-10-09	pogoda.72.ru	854	458	54,9600
2018-10-09	ngs55.ru	1454	907	105,8400
2018-10-09	ngs24.ru	582	268	27,5600
2018-10-09	news.ngs.ru	112	70	8,1000
2018-10-09	jtnews.ngs.ru	1	1	0,1200
2018-10-09	hghltd.yandex.net	1	1	0,1200
2018-10-09	doctor.59.ru	12	4	0,4800
2018-10-09	diplom.161.ru	1	1	0,1200
2018-10-09	dengi.v1.ru	3	1	0,1200
2018-10-09	dengi.76.ru	1	0	0,0000
2018-10-09	dengi.72.ru	2	2	0,2400
2018-10-09	dengi.63.ru	3	2	0,2400
2018-10-09	dengi.59.ru	6	5	0,6000
2018-10-09	dengi.161.ru	5	0	0,0000
2018-10-09	afisha.ufa1.ru	2	2	0,2400
2018-10-09	afisha.72.ru	2	2	0,2400
2018-10-09	afisha.59.ru	10	4	0,4800
2018-10-09	76.ru	6208	3899	464,9800
2018-10-09	72.ru	8839	5623	671,5600
2018-10-09	63.ru	4182	2592	307,8400
2018-10-09	59.ru	14761	9822	1176,1400
2018-10-09	29.ru	922	535	63,7000
2018-10-09	161.ru	1648	911	107,8200
2018-10-09	0s.o53xo.muys44tv.cmle.ru	3	3	0,3600
2018-10-10	Не определен	13	5	0,6000
2018-10-10	zen.yandex.com	8	3	0,3600
2018-10-10	www.nn.ru	79	47	5,6400
2018-10-10	www.google.ru	2	0	0,0000
2018-10-10	www.e1.ru	76022	48745	5841,1000
2018-10-10	v1.ru	5047	3342	397,7400
2018-10-10	ufa1.ru	1464	934	111,6800
2018-10-10	translate.google.com	1	1	0,1200
2018-10-10	pogoda.72.ru	639	330	39,6000
2018-10-10	ngs55.ru.b.t1	9	9	1,0800
2018-10-10	ngs55.ru	488	323	37,1600
2018-10-10	ngs24.ru	422	250	27,0000
2018-10-10	news.ngs.ru	135	106	12,7200
2018-10-10	localhost:9000	5	5	0,6000
2018-10-10	jtnews.ngs.ru.m.t1	1	0	0,0000
2018-10-10	doctor.59.ru	16	4	0,4800
2018-10-10	diplom.161.ru	1	1	0,1200
2018-10-10	dengi.76.ru	2	2	0,2400
2018-10-10	dengi.72.ru	2	2	0,2400
2018-10-10	dengi.63.ru	1	1	0,1200
2018-10-10	dengi.59.ru	11	3	0,3600
2018-10-10	76.ru	3825	2589	308,3800
2018-10-10	72.ru	5359	3807	455,2400
2018-10-10	63.ru	3220	2142	255,1400
2018-10-10	59.ru	10022	6998	838,7600
2018-10-10	29.ru	716	473	56,6600
2018-10-10	161.ru	1868	1213	144,6600
2018-10-10	0s.o53xo.muys44tv.cmle.ru	3	3	0,3600
2018-10-11	www.e1.ru	46	18	2,1600
2018-10-11	v1.ru	3	0	0,0000
2018-10-11	ngs55.ru	2	0	0,0000
2018-10-11	76.ru	1	0	0,0000
2018-10-11	72.ru	2	2	0,2400
2018-10-11	63.ru	5	2	0,2400
2018-10-11	59.ru	4	2	0,2400
2018-10-11	29.ru	1	0	0,0000
2018-10-12	www.e1.ru	6	1	0,1200
2018-10-12	ufa1.ru	1	1	0,1200
2018-10-12	63.ru	1	0	0,0000
2018-10-12	59.ru	1	1	0,1200
2018-10-13	www.e1.ru	4	1	0,1200
2018-10-13	72.ru	1	0	0,0000
2018-10-14	www.e1.ru	2	1	0,1200
2018-10-14	news.ngs.ru	1	1	0,1200
2018-10-15	www.e1.ru	3	1	0,1200
2018-10-15	video.market-place.su	6	1	0,1200
2018-10-16	www.e1.ru	2	0	0,0000
2018-10-16	video.market-place.su	1	1	0,1200
2018-10-19	59.ru	1	1	0,1200
2018-10-20	www.e1.ru	2	1	0,1200
2018-10-21	www.e1.ru	1	1	0,1200
