Дата	Домен	Загрузки	Показы	Сумма
2018-10-10	afisha.74.ru	1	0	0,00
2018-10-10	74.ru	9981	5776	484,07
2018-10-11	74.ru	6	2	0,17
2018-10-17	pogoda.74.ru	1	0	0,00
2018-10-18	doctor.74.ru	16	11	0
2018-10-18	diplom.74.ru	7	5	0
2018-10-18	chelyabinsk.74.ru	144	104	0
2018-10-18	chel.74.ru	51	35	0
2018-10-18	afisha.74.ru	1	1	0
2018-10-18	74.ru	14154	10703	0
2018-10-19	doctor.74.ru	11	6	0
2018-10-19	diplom.74.ru	12	8	0
2018-10-19	chelyabinsk.74.ru	87	58	0
2018-10-19	chel.74.ru	24	17	0
2018-10-19	afisha.74.ru	3	2	0
2018-10-19	74.ru	8573	6535	0
2018-10-20	doctor.74.ru	2	1	0
2018-10-20	diplom.74.ru	6	4	0
2018-10-20	chelyabinsk.74.ru	40	30	0
2018-10-20	chel.74.ru	9	6	0
2018-10-20	afisha.74.ru	3	2	0
2018-10-20	74.ru	2803	1933	0
2018-10-21	doctor.74.ru	3	3	0
2018-10-21	diplom.74.ru	3	3	0
2018-10-21	chelyabinsk.74.ru	47	25	0
2018-10-21	chel.74.ru	12	5	0
2018-10-21	afisha.74.ru	2	1	0
2018-10-21	74.ru	2731	1907	0
2018-10-22	doctor.74.ru	14	13	0
2018-10-22	diplom.74.ru	7	7	0
2018-10-22	chelyabinsk.74.ru	133	96	0
2018-10-22	chel.74.ru	44	27	0
2018-10-22	afisha.74.ru	1	0	0
2018-10-22	74.ru	12331	8821	0
2018-10-23	doctor.74.ru	18	15	0
2018-10-23	diplom.74.ru	10	4	0
2018-10-23	chelyabinsk.74.ru	126	84	0
2018-10-23	chel.74.ru	34	22	0
2018-10-23	afisha.74.ru	1	1	0
2018-10-23	74.ru	12216	8545	0
2018-10-24	doctor.74.ru	10	5	0,30
2018-10-24	diplom.74.ru	11	5	0,36
2018-10-24	chelyabinsk.74.ru	103	73	6,08
2018-10-24	chel.74.ru	31	18	1,47
2018-10-24	afisha.74.ru	2	1	0,02
2018-10-24	74.ru	9585	6800	573,78
2018-10-25	doctor.74.ru	12	8	0,55
2018-10-25	diplom.74.ru	9	5	0,43
2018-10-25	chelyabinsk.74.ru	71	47	3,87
2018-10-25	chel.74.ru	27	13	1,04
2018-10-25	74.ru	8768	6016	503,82
2018-10-26	doctor.74.ru	9	8	0,68
2018-10-26	diplom.74.ru	7	6	0,51
2018-10-26	chelyabinsk.74.ru	38	28	2,25
2018-10-26	chel.74.ru	9	5	0,43
2018-10-26	afisha.74.ru	1	0	0,00
2018-10-26	74.ru	4979	3757	316,62
