Дата	Домен	Загрузки	Показы	Сумма
2018-09-21	www.wday.loc	1	1	0,15
2018-09-21	www.starhit.ru	1170	405	60,49
2018-09-21	www.psychologies.ru	1080	461	69,15
2018-09-21	www.maximonline.ru	6659	2692	402,89
2018-09-21	www.google.ru	10	0	0,00
2018-09-21	www.google.com	5	0	0,00
2018-09-21	m.woman.ru	18609	6829	1022,92
2018-09-21	hghltd.yandex.net	2	1	0,15
2018-09-22	Не определен	4	0	0,00
2018-09-22	zen.yandex.com	14	1	0,15
2018-09-22	www.wday.ru	1302	783	116,28
2018-09-22	www.starhit.ru	924	318	47,57
2018-09-22	www.psychologies.ru	1261	554	83,10
2018-09-22	www.maximonline.ru	7943	3039	454,81
2018-09-22	www.google.ru	11	0	0,00
2018-09-22	www.google.com	5	0	0,00
2018-09-22	m.woman.ru	17514	6635	994,08
2018-09-22	hghltd.yandex.net	2	1	0,15
2018-09-23	Не определен	1	0	0,00
2018-09-23	zen.yandex.com	23	0	0,00
2018-09-23	www.yandex.ru	1	0	0,00
2018-09-23	www.wday.ru	2295	1362	203,78
2018-09-23	www.starhit.ru	1279	428	64,20
2018-09-23	www.psychologies.ru	1893	769	115,22
2018-09-23	www.maximonline.ru	10574	3308	495,29
2018-09-23	www.google.ru	15	0	0,00
2018-09-23	www.google.com	10	0	0,00
2018-09-23	m.woman.ru	20016	6754	1011,93
2018-09-24	Не определен	6	0	0,00
2018-09-24	zen.yandex.com	39	1	0,15
2018-09-24	www.wday.ru	3574	1568	234,55
2018-09-24	www.starhit.ru	1751	218	32,05
2018-09-24	www.psychologies.ru	1717	553	82,95
2018-09-24	www.maximonline.ru	8947	2325	347,71
2018-09-24	www.google.ru	9	0	0,00
2018-09-24	www.google.com	5	0	0,00
2018-09-24	m.woman.ru	19642	4510	674,94
2018-09-24	hghltd.yandex.net	1	1	0,15
2018-09-25	Не определен	7	0	0,00
2018-09-25	zen.yandex.com	15	1	0,15
2018-09-25	www.wday.ru	2697	1456	218,27
2018-09-25	www.starhit.ru	521	186	27,90
2018-09-25	www.psychologies.ru	796	239	35,85
2018-09-25	www.maximonline.ru	4388	1589	237,44
2018-09-25	www.google.ru	7	0	0,00
2018-09-25	www.google.com	2	0	0,00
2018-09-25	m.woman.ru	9864	2340	350,74
2018-09-25	hghltd.yandex.net	1	1	0,15
2018-09-26	www.wday.ru	1	1	0,15
