Дата	Домен	Загрузки	Показы	Сумма
2018-06-10	dengi.ufa1.ru	5	2	0,1700
2018-06-10	dengi.76.ru	2	0	0,0000
2018-06-10	dengi.72.ru	2	1	0,0850
2018-06-10	dengi.63.ru	6	2	0,1700
2018-06-10	dengi.59.ru	1	1	0,0850
2018-06-10	dengi.29.ru	1	1	0,0850
2018-06-10	dengi.161.ru	9	1	0,0850
2018-06-10	chelyabinsk.74.ru	5662	3635	308,6500
2018-06-10	chel.74.ru	186	102	8,6050
2018-06-10	afisha.v1.ru	3	0	0,0000
2018-06-10	afisha.74.ru	38	21	1,7850
2018-06-10	afisha.72.ru	1	1	0,0850
2018-06-10	afisha.63.ru	1	1	0,0850
2018-06-10	afisha.59.ru	3	0	0,0000
2018-06-10	afisha.161.ru	2	1	0,0850
2018-06-10	76.ru	4684	2201	186,9550
2018-06-10	72.ru	8179	4705	399,6650
2018-06-10	63.ru	4722	2218	185,4100
2018-06-10	59.ru	2877	1516	128,8600
2018-06-10	29.ru	1546	692	58,8200
2018-06-10	161.ru	5103	2549	216,5350
2018-06-11	Не определен	7	2	0,1700
2018-06-11	zen.yandex.com	36	20	1,7000
2018-06-11	www.nn.ru	4475	2290	194,5850
2018-06-11	www.google.ru	3	0	0,0000
2018-06-11	www.e1.ru	32351	15693	1332,0200
2018-06-11	video.market-place.su	3	1	0,0850
2018-06-11	v1.ru	8182	4724	401,4100
2018-06-11	ufa1.ru	1831	793	67,4050
2018-06-11	nztxgnjvfzzhk.nblz.ru	1	0	0,0000
2018-06-11	ngs55.ru	5040	2950	249,6450
2018-06-11	ngs24.ru	12016	5750	488,1650
2018-06-11	news.ngs.ru	15750	6934	587,2450
2018-06-11	doctor.74.ru	38	22	1,8700
2018-06-11	doctor.59.ru	4	1	0,0850
2018-06-11	doctor.161.ru	2	0	0,0000
2018-06-11	diplom.74.ru	108	61	5,1850
2018-06-11	diplom.161.ru	8	2	0,1700
2018-06-11	dengi.ufa1.ru	1	0	0,0000
2018-06-11	dengi.76.ru	1	0	0,0000
2018-06-11	dengi.72.ru	2	1	0,0850
2018-06-11	dengi.63.ru	2	1	0,0850
2018-06-11	dengi.59.ru	9	2	0,1700
2018-06-11	dengi.29.ru	3	0	0,0000
2018-06-11	dengi.161.ru	12	6	0,5100
2018-06-11	chelyabinsk.74.ru	6085	4124	349,9550
2018-06-11	chel.74.ru	163	79	6,6500
2018-06-11	afisha.76.ru	3	1	0,0850
2018-06-11	afisha.74.ru	24	15	1,2100
2018-06-11	afisha.63.ru	4	2	0,1700
2018-06-11	afisha.59.ru	8	5	0,4250
2018-06-11	afisha.29.ru	2	1	0,0850
2018-06-11	afisha.161.ru	3	1	0,0200
2018-06-11	76.ru	4477	1890	160,5850
2018-06-11	72.ru	6493	3522	298,7200
2018-06-11	63.ru	5534	2405	202,0850
2018-06-11	59.ru	2399	1222	103,6750
2018-06-11	29.ru	1081	441	37,4200
2018-06-11	161.ru	5454	2720	231,1350
2018-06-12	Не определен	29	3	0,2550
2018-06-12	zen.yandex.com	24	16	1,3600
2018-06-12	www.nn.ru	6947	3493	296,8400
2018-06-12	www.google.ru	8	0	0,0000
2018-06-12	www.google.com	1	0	0,0000
2018-06-12	www.e1.ru	31451	14646	1243,8050
2018-06-12	video.market-place.su	2	1	0,0850
2018-06-12	v1.ru	104826	65575	5567,3100
2018-06-12	ufa1.ru	2000	867	73,6300
2018-06-12	ngs55.ru	8620	4373	369,4950
2018-06-12	ngs24.ru	11742	5610	475,6800
2018-06-12	news.ngs.ru	19075	8071	683,9550
2018-06-12	news-clck.yandex.ru	1	0	0,0000
2018-06-12	m.news.yandex.ru	1	0	0,0000
2018-06-12	login.mlg.ru	1	1	0,0850
2018-06-12	hghltd.yandex.net	1	0	0,0000
2018-06-12	doctor.ufa1.ru	1	1	0,0850
2018-06-12	doctor.74.ru	56	26	2,0150
2018-06-12	doctor.59.ru	3	2	0,1700
2018-06-12	doctor.161.ru	1	1	0,0850
2018-06-12	diplom.74.ru	98	61	5,1200
2018-06-12	diplom.161.ru	3	1	0,0850
2018-06-12	dengi.v1.ru	4	1	0,0850
2018-06-12	dengi.76.ru	3	1	0,0850
2018-06-12	dengi.72.ru	3	2	0,1700
2018-06-12	dengi.63.ru	4	1	0,0850
2018-06-12	dengi.59.ru	15	4	0,2100
2018-06-12	dengi.29.ru	1	1	0,0850
2018-06-12	dengi.161.ru	6	2	0,1700
2018-06-12	chelyabinsk.74.ru	4932	3195	270,9250
2018-06-12	chel.74.ru	380	251	21,2050
2018-06-12	afisha.76.ru	2	0	0,0000
2018-06-12	afisha.74.ru	162	109	9,0700
2018-06-12	afisha.63.ru	4	1	0,0850
2018-06-12	afisha.59.ru	5	2	0,1700
2018-06-12	afisha.161.ru	3	2	0,1700
2018-06-12	76.ru	4700	1926	163,7100
2018-06-12	72.ru	8504	4491	381,4100
2018-06-12	63.ru	6860	2769	231,6600
2018-06-12	59.ru	4104	2201	186,8250
2018-06-12	29.ru	1629	620	52,6350
2018-06-12	161.ru	5079	2410	204,4600
2018-06-13	Не определен	49	7	0,5950
2018-06-13	zen.yandex.com	47	27	2,2950
2018-06-13	www.nn.ru	12779	6148	522,5150
2018-06-13	www.google.ru	3	0	0,0000
2018-06-13	www.e1.ru	95368	45949	3902,4150
2018-06-13	video.market-place.su	7	0	0,0000
2018-06-13	v1.ru	53955	32759	2783,2150
2018-06-13	ufa1.ru	6321	3159	268,3850
2018-06-13	transport.63.ru	1	0	0,0000
2018-06-13	translate.google.com	2	1	0,0850
2018-06-13	ngs55.ru.ab.t1	1	1	0,0850
2018-06-13	ngs55.ru	8817	4506	382,6200
2018-06-13	ngs24.ru	27729	14105	1198,4050
2018-06-13	news.ngs.ru.omen.d	14	8	0,6800
2018-06-13	news.ngs.ru.ab.t1	1	1	0,0850
2018-06-13	news.ngs.ru	58987	25352	2154,1400
2018-06-13	login.mlg.ru	1	1	0,0850
2018-06-13	doctor.ufa1.ru	2	2	0,1700
2018-06-13	doctor.74.ru	114	50	4,2500
2018-06-13	doctor.59.ru	7	0	0,0000
2018-06-13	doctor.161.ru	3	0	0,0000
2018-06-13	diplom.74.ru	238	130	11,0500
2018-06-13	diplom.161.ru	10	7	0,5950
2018-06-13	dengi.v1.ru	11	5	0,4250
2018-06-13	dengi.76.ru	9	3	0,2550
2018-06-13	dengi.72.ru	4	1	0,0850
2018-06-13	dengi.63.ru	5	1	0,0850
2018-06-13	dengi.59.ru	13	5	0,3600
2018-06-13	dengi.29.ru	2	0	0,0000
2018-06-13	dengi.161.ru	8	5	0,4250
2018-06-13	chelyabinsk.74.ru.test.dev.rugion.ru	16	0	0,0000
2018-06-13	chelyabinsk.74.ru	18272	11725	995,9750
2018-06-13	chel.74.ru	1076	707	60,0950
2018-06-13	afisha.v1.ru	2	0	0,0000
2018-06-13	afisha.ufa1.ru	1	1	0,0850
2018-06-13	afisha.76.ru	6	2	0,1700
2018-06-13	afisha.74.ru	138	85	7,2250
2018-06-13	afisha.72.ru	1	0	0,0000
2018-06-13	afisha.63.ru	1	1	0,0850
2018-06-13	afisha.59.ru	10	5	0,4250
2018-06-13	afisha.29.ru	2	1	0,0850
2018-06-13	afisha.161.ru	4	0	0,0000
2018-06-13	76.ru	19310	8808	748,5500
2018-06-13	74.ru	1	0	0,0000
2018-06-13	72.ru	33101	19152	1627,0750
2018-06-13	63.ru	19922	9589	810,2550
2018-06-13	59.ru	12117	6442	547,1800
2018-06-13	29.ru	4010	1888	160,2850
2018-06-13	161.ru	9273	4596	390,4650
2018-06-13	0s.o53xo.nzxc44tv.cmle.ru	2	2	0,1700
2018-06-13	0s.o53xo.muys44tv.cmle.ru	32	28	2,3800
2018-06-14	Не определен	29	3	0,2550
2018-06-14	zen.yandex.com	25	13	1,1050
2018-06-14	www.nn.ru	10502	4142	351,5500
2018-06-14	www.google.ru	6	0	0,0000
2018-06-14	www.google.com	1	0	0,0000
2018-06-14	www.e1.ru	91396	47521	4027,3900
2018-06-14	video.market-place.su	1	1	0,0850
2018-06-14	v1.ru.test.dev.rugion.ru	1	1	0,0850
2018-06-14	v1.ru	20705	12033	1021,5050
2018-06-14	ufa1.ru	4016	1838	156,0350
2018-06-14	transport.74.ru	9	5	0,4250
2018-06-14	translate.google.com	5	0	0,0000
2018-06-14	nnnovosti.ru	1	0	0,0000
2018-06-14	ngs55.ru	13995	7861	665,6500
2018-06-14	ngs24.ru	17681	9649	819,5800
2018-06-14	news.ngs.ru	53347	23930	2029,5000
2018-06-14	m.news.yandex.ru	1	0	0,0000
2018-06-14	m.facebook.com	1	0	0,0000
2018-06-14	login.mlg.ru	1	0	0,0000
2018-06-14	hghltd.yandex.net	3	0	0,0000
2018-06-14	doctor.ufa1.ru	2	1	0,0850
2018-06-14	doctor.74.ru	78	44	3,6750
2018-06-14	doctor.59.ru	6	1	0,0200
2018-06-14	doctor.161.ru	1	1	0,0850
2018-06-14	diplom.74.ru	140	75	6,3750
2018-06-14	diplom.161.ru	11	3	0,2550
2018-06-14	dengi.v1.ru	6	2	0,1700
2018-06-14	dengi.ufa1.ru	4	0	0,0000
2018-06-14	dengi.76.ru	7	2	0,1050
2018-06-14	dengi.72.ru	6	2	0,1700
2018-06-14	dengi.63.ru	9	6	0,5100
2018-06-14	dengi.59.ru	18	8	0,6150
2018-06-14	dengi.29.ru	1	0	0,0000
2018-06-14	dengi.161.ru	13	7	0,4650
2018-06-14	chelyabinsk.74.ru.test.dev.rugion.ru	38	0	0,0000
2018-06-14	chelyabinsk.74.ru	15432	9454	802,6800
2018-06-14	chel.74.ru	395	230	19,4200
2018-06-14	afisha.v1.ru	3	0	0,0000
2018-06-14	afisha.ufa1.ru	1	0	0,0000
2018-06-14	afisha.74.ru	136	96	8,0300
2018-06-14	afisha.72.ru	2	1	0,0850
2018-06-14	afisha.63.ru	2	1	0,0850
2018-06-14	afisha.59.ru	17	6	0,4450
2018-06-14	afisha.29.ru	1	0	0,0000
2018-06-14	afisha.161.ru	1	0	0,0000
2018-06-14	76.ru	22205	10348	878,2150
2018-06-14	74.ru	3	0	0,0000
2018-06-14	72.ru	22464	12451	1057,6200
2018-06-14	63.ru	13482	6923	583,1900
2018-06-14	59.ru	12478	6596	560,0100
2018-06-14	29.ru	2936	1314	111,4950
2018-06-14	161.ru	6669	3333	283,0450
2018-06-14	0s.o53xo.nzxc44tv.cmle.ru	3	3	0,2550
2018-06-14	0s.o53xo.muys44tv.nblu.ru	5	4	0,3400
2018-06-14	0s.o53xo.muys44tv.cmle.ru	9	4	0,3400
2018-06-15	Не определен	28	3	0,2550
2018-06-15	zen.yandex.com	19	9	0,7650
2018-06-15	www.nn.ru.k.t1	2	0	0,0000
2018-06-15	www.nn.ru	7944	3938	334,0150
2018-06-15	www.google.ru	7	0	0,0000
2018-06-15	www.google.com	1	0	0,0000
2018-06-15	www.e1.ru	100024	58122	4919,8300
2018-06-15	video.market-place.su	7	1	0,0850
2018-06-15	v1.ru	9621	6222	527,7650
2018-06-15	ufa1.ru	1474	749	63,4050
2018-06-15	transport.74.ru	1	1	0,0850
2018-06-15	translate.google.com	6	0	0,0000
2018-06-15	proxyspare4.curd.io	1	0	0,0000
2018-06-15	nn.ru.k.t1	2	0	0,0000
2018-06-15	ngs55.ru.k.t1	1	1	0,0850
2018-06-15	ngs55.ru	4558	2460	208,1900
2018-06-15	ngs24.ru.k.t1	1	1	0,0850
2018-06-15	ngs24.ru	22372	11859	1007,2350
2018-06-15	news.ngs.ru.k.t1	1	0	0,0000
2018-06-15	news.ngs.ru.a.t1	1	0	0,0000
2018-06-15	news.ngs.ru	65589	33830	2872,9500
2018-06-15	m.news.yandex.ru	1	0	0,0000
2018-06-15	login.mlg.ru	1	0	0,0000
2018-06-15	hghltd.yandex.net	1	0	0,0000
2018-06-15	doctor.ufa1.ru	2	0	0,0000
2018-06-15	doctor.74.ru	84	43	3,3300
2018-06-15	doctor.59.ru	3	2	0,1700
2018-06-15	doctor.161.ru	1	1	0,0850
2018-06-15	diplom.74.ru	723	490	41,5850
2018-06-15	diplom.161.ru	3	2	0,1700
2018-06-15	dengi.v1.ru	3	0	0,0000
2018-06-15	dengi.ufa1.ru	2	1	0,0850
2018-06-15	dengi.76.ru	6	0	0,0000
2018-06-15	dengi.72.ru	4	2	0,1700
2018-06-15	dengi.63.ru	9	4	0,3400
2018-06-15	dengi.59.ru	8	6	0,4450
2018-06-15	dengi.29.ru	3	1	0,0850
2018-06-15	dengi.161.ru	5	3	0,2550
2018-06-15	chelyabinsk.74.ru.test.dev.rugion.ru	4	0	0,0000
2018-06-15	chelyabinsk.74.ru	15182	9785	831,2700
2018-06-15	chel.74.ru	329	186	15,5500
2018-06-15	afisha.ufa1.ru	1	0	0,0000
2018-06-15	afisha.ngs.ru	1	0	0,0000
2018-06-15	afisha.76.ru	5	1	0,0850
