Дата	Домен	Загрузки	Показы	Сумма
2018-10-05	63.ru	7134	4445	0
2018-10-05	59.ru	15696	10264	0
2018-10-05	29.ru	965	581	0
2018-10-05	161.ru	3102	1864	0
2018-10-05	0s.o53xo.muys44tv.cmle.ru	3	3	0
2018-10-05	0s.gu4s44tv.nblu.ru	1	0	0
2018-10-06	Не определен	19	7	0
2018-10-06	zen.yandex.com	10	2	0
2018-10-06	www.nn.ru	44	22	0
2018-10-06	www.e1.ru	35954	21228	0
2018-10-06	v1.ru	3161	1873	0
2018-10-06	ufa1.ru	906	409	0
2018-10-06	pogoda.72.ru	510	266	0
2018-10-06	ngs55.ru	293	160	0
2018-10-06	ngs24.ru	917	422	0
2018-10-06	news.ngs.ru	40	20	0
2018-10-06	doctor.ufa1.ru	1	0	0
2018-10-06	doctor.59.ru	11	0	0
2018-10-06	dengi.v1.ru	2	2	0
2018-10-06	dengi.76.ru	1	0	0
2018-10-06	dengi.63.ru	1	1	0
2018-10-06	dengi.59.ru	6	2	0
2018-10-06	afisha.72.ru	1	0	0
2018-10-06	afisha.63.ru	3	1	0
2018-10-06	afisha.59.ru	4	1	0
2018-10-06	76.ru	1861	871	0
2018-10-06	72.ru	3949	2345	0
2018-10-06	63.ru	2878	1524	0
2018-10-06	59.ru	4205	2432	0
2018-10-06	29.ru	437	252	0
2018-10-06	161.ru	1808	914	0
2018-10-07	Не определен	34	1	0
2018-10-07	zen.yandex.com	15	4	0
2018-10-07	www.nn.ru	53	20	0
2018-10-07	www.e1.ru	33052	19722	0
2018-10-07	v1.ru	2263	1191	0
2018-10-07	ufa1.ru	712	315	0
2018-10-07	pogoda.72.ru	584	259	0
2018-10-07	ngs55.ru	5460	3202	0
2018-10-07	ngs24.ru	779	311	0
2018-10-07	news.ngs.ru	72	50	0
2018-10-07	hghltd.yandex.net	1	1	0
2018-10-07	doctor.ufa1.ru	1	0	0
2018-10-07	doctor.59.ru	10	1	0
2018-10-07	dengi.v1.ru	2	1	0
2018-10-07	dengi.72.ru	1	0	0
2018-10-07	dengi.63.ru	1	0	0
2018-10-07	dengi.59.ru	2	2	0
2018-10-07	dengi.161.ru	1	0	0
2018-10-07	afisha.ufa1.ru	1	1	0
2018-10-07	afisha.72.ru	1	0	0
2018-10-07	afisha.63.ru	1	0	0
2018-10-07	afisha.59.ru	1	0	0
2018-10-07	76.ru	1772	851	0
2018-10-07	72.ru	3657	1921	0
2018-10-07	63.ru	1949	873	0
2018-10-07	59.ru	4444	2457	0
2018-10-07	29.ru	354	182	0
2018-10-07	161.ru	1444	741	0
