Дата	Домен	Загрузки	Показы	Сумма
2018-09-15	www.google.ru	4	0	0,00
2018-09-15	www.ellegirl.ru	18181	8108	1212,43
2018-09-15	m.woman.ru	2	0	0,00
2018-09-16	Не определен	2	1	0,15
2018-09-16	zen.yandex.com	80	4	0,60
2018-09-16	www.woman.ru	1499	679	101,72
2018-09-16	www.wday.ru	322	136	20,14
2018-09-16	www.vokrugsveta.ru	52	19	2,72
2018-09-16	www.starhit.ru	7541	3346	501,38
2018-09-16	www.psychologies.ru	381	198	29,70
2018-09-16	www.maximonline.ru	233	92	13,80
2018-09-16	www.google.ru	6	0	0,00
2018-09-16	www.google.com	1	0	0,00
2018-09-16	www.ellegirl.ru	21517	9191	1374,49
2018-09-16	m.woman.ru	3	2	0,17
2018-09-17	zen.yandex.com	87	3	0,45
2018-09-17	www.woman.ru	2628	1341	200,89
2018-09-17	www.wday.ru	871	407	60,79
2018-09-17	www.vokrugsveta.ru	201	89	13,35
2018-09-17	www.starhit.ru	16785	7765	1162,80
2018-09-17	www.psychologies.ru	2111	1197	179,03
2018-09-17	www.maximonline.ru	767	385	57,62
2018-09-17	www.google.ru	2	0	0,00
2018-09-17	www.google.com	2	0	0,00
2018-09-17	www.ellegirl.ru	31002	13244	1978,28
2018-09-17	m.woman.ru	1	0	0,00
2018-09-17	hghltd.yandex.net	1	0	0,00
2018-09-18	Не определен	2	0	0,00
2018-09-18	zen.yandex.com&utm_campaign=playbuzz&pb_traffic_source=vk&utm_source=vk	1	1	0,15
2018-09-18	zen.yandex.com	99	6	0,90
2018-09-18	www.woman.ru	3064	1539	230,07
2018-09-18	www.wday.ru	2185	994	148,84
2018-09-18	www.vokrugsveta.ru	163	71	10,52
2018-09-18	www.starhit.ru	11846	5708	854,12
2018-09-18	www.psychologies.ru	4615	2936	439,88
2018-09-18	www.maximonline.ru	815	489	73,22
2018-09-18	www.google.ru	3	0	0,00
2018-09-18	www.ellegirl.ru	36705	15573	2331,53
2018-09-18	m.woman.ru	1	0	0,00
2018-09-19	Не определен	6	0	0,00
2018-09-19	zen.yandex.com	200	4	0,60
2018-09-19	www.woman.ru	3719	2019	302,33
2018-09-19	www.wday.ru	31839	10458	1567,92
2018-09-19	www.vokrugsveta.ru	115	44	6,60
2018-09-19	www.starhit.ru	9763	4756	713,01
2018-09-19	www.psychologies.ru	5688	3161	473,11
2018-09-19	www.maximonline.ru	1571	689	103,09
2018-09-19	www.google.ru	7	0	0,00
2018-09-19	www.google.com	3	0	0,00
2018-09-19	www.ellegirl.ru	40593	15228	2281,86
2018-09-19	wday.kt.x:8100	1	0	0,00
2018-09-19	m.woman.ru	2	2	0,30
2018-09-19	dev-wday.ru	4	1	0,15
2018-09-20	Не определен	16	2	0,30
2018-09-20	zen.yandex.com	192	6	0,90
2018-09-20	www.woman.ru	1915	908	135,94
2018-09-20	www.wday.ru	74219	27568	4132,21
2018-09-20	www.vokrugsveta.ru	102	41	6,15
2018-09-20	www.starhit.ru	7340	3329	498,70
2018-09-20	www.psychologies.ru	4120	2279	341,33
2018-09-20	www.maximonline.ru	1120	446	66,51
2018-09-20	www.google.ru	23	0	0,00
2018-09-20	www.google.com	6	0	0,00
2018-09-20	www.ellegirl.ru	34589	12153	1819,96
2018-09-20	webcache.googleusercontent.com	2	1	0,15
2018-09-20	m.woman.ru	3	0	0,00
2018-09-20	hghltd.yandex.net	1	1	0,15
2018-09-20	dev-wday.ru:8100	1	1	0,15
2018-09-20	dev-wday.ru	2	1	0,15
2018-09-21	Не определен	13	1	0,15
2018-09-21	zen.yandex.com	212	12	1,80
2018-09-21	www.woman.ru	356	164	24,34
2018-09-21	www.wday.ru	105919	48947	7336,98
2018-09-21	www.starhit.ru	3446	1634	244,45
2018-09-21	www.psychologies.ru	23	14	2,10
2018-09-21	www.maximonline.ru	3596	1949	292,35
2018-09-21	www.google.ru	22	0	0,00
2018-09-21	www.google.com	8	0	0,00
2018-09-21	www.ellegirl.ru	15587	7806	1168,95
2018-09-21	news.google.com	2	0	0,00
2018-09-21	dev-wday.ru	4	0	0,00
2018-09-22	Не определен	17	3	0,45
2018-09-22	zen.yandex.com	129	8	1,20
2018-09-22	www.woman.ru	247	108	16,07
2018-09-22	www.wday.ru	47519	24669	3696,45
2018-09-22	www.starhit.ru	1085	489	73,22
2018-09-22	www.psychologies.ru	3	3	0,45
2018-09-22	www.maximonline.ru	2682	1512	226,15
2018-09-22	www.google.ru	19	0	0,00
2018-09-22	www.google.com	5	0	0,00
2018-09-22	www.ellegirl.ru	4741	1875	280,47
2018-09-22	webcache.googleusercontent.com	2	0	0,00
2018-09-23	Не определен	8	3	0,45
2018-09-23	zen.yandex.com	225	9	1,35
2018-09-23	zen.yande	1	0	0,00
2018-09-23	www.woman.ru	276	112	16,67
2018-09-23	www.wday.ru	62434	30588	4585,60
2018-09-23	www.starhit.ru	1619	726	108,25
2018-09-23	www.psychologies.ru	2	2	0,30
2018-09-23	www.maximonline.ru	2645	1365	203,58
2018-09-23	www.google.ru	16	0	0,00
2018-09-23	www.google.ge	1	0	0,00
2018-09-23	www.google.com	9	0	0,00
2018-09-23	www.ellegirl.ru	6656	2379	355,42
2018-09-24	Не определен	17	2	0,30
2018-09-24	zen.yandex.com	146	8	1,20
2018-09-24	www.woman.ru	865	527	78,92
2018-09-24	www.wday.ru	77297	42094	6308,90
2018-09-24	www.wday.loc	3	2	0,30
2018-09-24	www.vokrugsveta.ru	2	1	0,15
2018-09-24	www.starhit.ru	6588	3635	543,56
2018-09-24	www.psychologies.ru	133	84	12,60
2018-09-24	www.maximonline.ru	7376	4466	669,51
2018-09-24	www.google.ru	16	0	0,00
2018-09-24	www.google.com	3	0	0,00
2018-09-24	www.ellegirl.ru	14551	7801	1166,51
2018-09-24	webcache.googleusercontent.com	1	0	0,00
2018-09-24	wday.ru:8100	1	0	0,00
2018-09-24	m.woman.ru	5	3	0,45
2018-09-25	Не определен	5	2	0,30
2018-09-25	zen.yandex.com	61	5	0,75
2018-09-25	www.woman.ru	375	230	34,24
2018-09-25	www.wday.ru	42535	25606	3838,17
2018-09-25	www.vokrugsveta.ru	1	0	0,00
2018-09-25	www.starhit.ru	3184	1924	287,56
2018-09-25	www.psychologies.ru	28	15	2,25
2018-09-25	www.maximonline.ru	3567	2169	324,83
2018-09-25	www.google.ru	5	0	0,00
2018-09-25	www.google.com	4	0	0,00
2018-09-25	www.ellegirl.ru	6196	3260	487,44
2018-09-26	zen.yandex.com	1	1	0,15
2018-09-26	www.wday.ru	23	12	1,80
2018-09-26	www.maximonline.ru	2	2	0,30
2018-09-26	www.ellegirl.ru	8	4	0,60
2018-09-27	www.wday.ru	9	7	1,05
2018-09-27	www.starhit.ru	1	1	0,15
2018-09-28	www.wday.ru	7	3	0,45
2018-09-28	www.ellegirl.ru	2	1	0,15
2018-09-29	www.woman.ru	1	0	0,00
2018-09-29	www.wday.ru	1	0	0,00
2018-09-29	www.maximonline.ru	2	1	0,15
2018-09-30	www.wday.ru	4	2	0,30
2018-09-30	www.ellegirl.ru	2	1	0,15
